fid,GRID_ID.x,GRID_ID.y,mean_elevation,mean_severity,mean_VPD,mean_VPD_ano,mean_VPD_yod1,mean_prec,mean_temp,mean_prec_total,mean_temp_total,mean_recovery_rate,mean_percent_recovered,mean_bare,dominant_forest_type,geolocation,mean_pre_dist_tree_cover,long,lat,pred,residuals,VPD_effect,elevation_effect,severity_effect,temp_effect,prec_effect,predist_treecov_effect,bareground_effect,predicted_recovery
13,G-14,G-14,914.347719869707,72.5954781211757,7979.59712557077,0.0610701988693622,0.17623279149119,1236.89679615674,16.9560757936777,12399.2692108776,17.1572156799191,7.62393162393162,48.371335504886,10.1138979559331,coniferous-dominant,western alps - north,52.4225383645175,4038935.5466,2507083.6547,52.0949632043111,-3.72362769942516,0.556605625253597,-1.25251861385547,1.34075427314441,4.17016257078003,0.136033278429678,-2.52750674776962,-3.31862277019957,47.9710440390236
14,M-14,M-14,1025.71505376344,80.0037807251299,7925.34263535718,0.0297030459488195,0.31927487862006,1272.20265945498,16.7342887079772,12743.2003183672,16.9094442800731,8.02158273381295,51.0752688172043,12.168209944209,broadleaved-dominant,western alps - north,40.2792686546599,4163789.2901,2507083.6547,53.0087868037656,-1.9335179865613,1.06583369764042,-1.48433639084577,-4.96627115789542,3.91574929399198,0.274141055290548,3.21419204672766,-2.9964788648469,41.7601158147926
15,AJ-13,AJ-13,706.513043478261,66.3333738651223,7996.06722184967,0.187029960729289,0.592068956203192,1601.35839976571,17.9355351212058,15934.445770965,18.0823371061156,4.7797147385103,70.4347826086957,2.70658431415026,coniferous-dominant,eastern alps - south,62.5727953915275,4640283.49868513,2542658.12834857,65.3862977012327,5.04848490746291,1.698810464133,-0.0584779701519512,4.66532487263964,4.57223151131862,0.838857922644401,-4.31443445597492,3.74366243047074,61.0275821862442
16,R-11,R-11,1445.73593073593,71.1796656194564,6331.42197885873,-0.000341681563902258,0.106777029121053,1818.86795238814,13.6412172080837,17987.4529009402,13.8984417595076,7.23870967741935,47.6190476190476,7.03029011332799,coniferous-dominant,western alps - north,44.7208627574871,4267834.07637222,2591182.0542,43.6202603052231,3.99878731382451,-0.830387139448784,-0.272125233438023,2.74090802219936,-2.97033780888118,0.484445325584957,-0.425272568942626,-1.8028630588483,42.8790085954445
17,Y-12,Y-12,820.922902494331,71.9396353843236,9050.80527414884,0.0397769958774532,0.349677031035609,1043.73119283923,18.7059950445196,10644.7255138879,18.935451658006,6.52418300653595,43.6885865457294,9.05845370980376,broadleaved-dominant,eastern alps - south,52.7801831136019,4413496.77715,2555139.883,42.4259207560987,1.26266578963073,0.495356748466509,-0.871767472616424,2.02317964059649,4.08901362415552,-0.481923092647007,-2.56904782913461,-3.4908034247866,41.9308757455307
18,AD-9,AD-9,1395.74557956778,72.0934348825227,5854.15401579868,0.052161989829846,0.256169499620863,1121.43184489291,13.4485326281289,11322.6107103989,13.6924294845254,5.44912472647702,48.3955468238376,3.57044873848541,coniferous-dominant,eastern alps - central,54.9864548457621,4517541.5634,2639238.2825,43.5290779211994,4.86646890263817,1.73488617052249,-0.591966651704938,1.86752240876737,-3.36483742859772,-0.275425553490569,-1.82070667980068,0.925492584889193,40.6801978807163
19,L-21,L-21,1151.11305241521,79.6114671142928,8055.26817001079,0.120859164009334,0.349785723901384,830.806661171333,17.0824896401217,8217.60222555163,17.1735177579622,7.04166666666667,61.1510791366906,4.83480652471008,broadleaved-dominant,western alps - south,45.1902507155319,4142979.91436857,2350898.19284351,53.3185346748628,7.83254446182781,-2.49343461198955,-1.52056236577677,-4.77968738442147,4.18444901189138,-1.00535561273289,-0.562148406995922,-0.393870148590655,50.2551542911509
20,AE-5,AE-5,1131.56152993348,72.5114102529887,6086.53895708756,0.160480646940201,0.142418486542213,1979.51822399875,13.9436194240369,19794.0022993067,14.1102802585564,5.46553672316384,39.3015521064302,4.95783155955418,coniferous-dominant,eastern alps - north,55.5015830943069,4538350.52065,2723336.682,44.0676843782206,-4.7661322717904,-0.108726424174337,-1.53464954868717,1.43068779255167,-2.52147789241379,-0.0744637923699967,-1.4685274581433,-0.443115606541708,41.1241089488434
21,AE-9,AE-9,1243.8314162473,67.5291169319238,6205.91234655718,0.103275471883036,0.295776233399723,1209.40764428277,14.3718620446269,12306.4839218875,14.6136386881539,5.61204819277108,48.1308411214953,3.53344167539252,coniferous-dominant,eastern alps - south,58.5401243791955,4538350.52065,2627224.2254,49.151923258548,-1.02108213705264,1.46674428700728,-1.32493315241268,4.57619550963474,-1.30430169434342,0.0984945395849101,-0.445023460429055,1.00554173115242,46.3039601154218
22,Q-11,Q-11,1155.56146179402,75.3647279205213,7414.76811714799,0.0260094827503791,0.0489229967653677,1859.71341268675,15.5724151706525,18483.8230818435,15.8320239521784,8.91869918699187,38.2059800664452,7.94959792466064,coniferous-dominant,western alps - north,48.5980646918613,4247025.11912778,2579167.99714444,41.1022165024928,-2.89623643604757,-2.24187543870929,-1.51612185888702,-1.6739354545488,1.93140739669809,0.347753464735944,-1.09584018879495,-2.80796948238013,42.0206645818331
23,N-15,N-15,352.098130841121,76.9579640485238,10897.761640239,0.108172069734915,0.449252719048163,1137.89894407338,21.2118280859668,11247.9429932354,21.3719238209947,9.65079365079365,35.981308411215,12.0043436872599,broadleaved-dominant,western alps - north,53.760292435657,4180047.42679063,2500476.0340605,47.8348855609508,-11.8535771497358,-0.345525815031117,3.72831389652638,-3.13223469812291,-4.34336794676081,-0.300545226959905,-2.44292376193697,-2.9935565930007,37.1259157687066
24,AP-3,AP-3,589.094827586207,71.642754598331,8090.19591183672,0.101713740024323,0.120467936753992,940.326537531259,17.2703255570837,9527.04051058929,17.5136124189758,7.3894495412844,50.2873563218391,3.60303770353285,coniferous-dominant,eastern alps - north,59.3264283386761,4767249.0504,2783406.96734444,58.3752562579601,-8.08789993612102,-3.54282850717332,1.14722926627448,2.31445336371003,4.41974521428548,-0.731449421127141,-0.853478930577761,0.857744185693786,55.5219439664067
25,S-7,S-7,774.059551430781,70.3273906072962,7393.04190964731,0.127858339581822,0.214277143651286,1532.26505354414,16.4819220734237,15542.5097009079,16.7357040464413,6.64292878635908,58.7780355761794,4.48182295446196,coniferous-dominant,eastern alps - north,55.6054006351662,4288643.03362778,2675280.4537,60.7001575552055,-1.92212197902608,1.29548981062393,-0.588056113621179,3.41953698931839,3.69298463090817,0.855760396834748,-1.39564206455576,-0.215117306332726,57.4440888046394
26,U-12,U-12,1364.68580060423,70.0178135407269,6600.45757493255,-0.093897810516203,0.0410397023418384,1243.47739837994,14.5204690712224,12456.8013165062,14.8389520211217,8.86885245901639,45.9214501510574,5.71289325432883,coniferous-dominant,eastern alps - south,46.8738862088015,4330260.94812778,2555139.883,45.6984265874257,0.223023563631678,-2.45164091031195,-0.773680416966615,3.62815468590749,-0.709251130322843,0.159307104185046,-0.813455466797344,-0.747622286352785,43.4468469628284
27,O-12,O-12,1111.58385093168,67.5377442074407,7797.34212211136,0.0651774243295945,0.194295944988016,2180.32182608758,16.0889397368521,21519.976510658,16.3067283393433,7.19166666666667,57.1428571428571,6.96824347851037,broadleaved-dominant,western alps - north,45.6162620294971,4205407.20462778,2555139.883,54.1991777305255,2.9436794123316,0.920585441315348,-1.54043581413625,4.57487045438959,2.97729094319745,-0.701771141137325,-0.652834852058256,-1.73661149486481,53.3284041207981
28,AE-12,AE-12,208.380952380952,73.5791358168736,10382.0119923995,-0.0732831694666568,-0.0984957687379347,1157.97281580746,21.2899340916172,11056.3938329788,21.8297744161983,6.1,38.0952380952381,8.65595977986611,broadleaved-dominant,eastern alps - south,38.0041777796139,4534241.56948987,2561709.58771845,39.2557589316184,-1.16052083638029,-6.58846960731654,4.81674040824221,0.257996711357163,-6.34638941205348,-0.362324925438173,5.57771848935698,-3.35499926423624,39.726161210058
29,G-18,G-18,1564.21389396709,79.8126085036545,7320.56221025842,-0.0376071297915651,0.157201431599706,732.46047061735,14.3619707893873,7374.59137530562,14.5343708853848,9.34602076124568,28.5191956124314,17.9577845110139,coniferous-dominant,western alps - south,42.7638651215276,4038935.5466,2410971.19814445,34.8126790724199,-6.29348345998843,0.178464861687304,0.612004734978129,-4.87611285242325,-1.50769953335848,-1.25233825073058,0.697658034275978,-3.74731953077374,5.14336651231574
30,S-14,S-14,384.897058823529,81.2800166217917,10764.4157677165,0.0776666095609072,0.361440310638179,1149.36573160747,21.1881062762039,11710.2580732458,21.3899185997492,7.5,38.2352941176471,11.944118264338,broadleaved-dominant,eastern alps - south,48.0816939708453,4288575.97001476,2515703.49296441,46.3865800720445,-8.15128595439741,0.297021279334984,3.42279243769353,-5.56442771553745,-4.42354964201883,-0.13627279528677,-0.979206368507438,-2.99244342431986,35.8759263806355
31,M-15,M-15,484.581395348837,69.7764158574037,10629.1461232479,0.116361983520392,0.394198409950382,951.834114480023,20.6360027486439,9436.52367040353,20.7849813895464,5.64705882352941,63.5658914728682,6.03362773116134,broadleaved-dominant,western alps - north,56.7389266825084,4163056.08129341,2490774.59328199,58.8849628997768,4.68092857309141,-0.11967526297301,2.35850094655482,3.7762477258842,-1.71194280576138,-0.748886040149817,-0.670979978944969,-0.928060377616913,56.8182621101325
32,G-16,G-16,1229.8901734104,78.3669298545207,7043.14629478083,-0.0457559015807109,-0.0429368935966629,805.570093612209,15.2911246116124,8238.69063299102,15.4676945330752,6.85975609756098,47.3988439306358,18.0529977969771,broadleaved-dominant,western alps - north,38.4527266188251,4038935.5466,2459027.42644444,40.6480251049718,6.75081882566407,-4.75430186969684,-1.36836375019261,-4.1155400205192,0.997018382349433,-1.00010082115718,5.15306925430524,-3.88904018898855,10.8051458190856
33,C-22,C-22,539.130574384588,75.5432868928031,11601.7786154546,0.0358614555125149,0.179512971825931,587.741913391724,20.8313479390433,5790.72637407192,21.0278622473813,9.03537284894838,22.1905101676775,6.47768479021031,broadleaved-dominant,western alps - south,41.1766167293811,3955699.7176,2314858.7416,25.9001834191239,-3.70967325144643,0.622839672436299,1.72479615711204,-1.85354899356473,-2.79811312403733,-1.89877253433351,2.22716638797662,-1.26167253853221,24.2134825023523
34,AD-3,AD-3,502.653968253968,67.352617401573,8147.65965242957,0.128972032725268,0.0806571919707553,1190.59162620461,17.7839023465189,11993.8492350018,18.1033158225701,5.47047970479705,71.4285714285714,1.76708276577246,coniferous-dominant,eastern alps - north,57.5765555736657,4515005.02481249,2777077.39290505,71.5673914767217,-0.138820048150237,-1.43130870186389,2.15021437961194,4.60091200382563,4.57205567680747,-0.0267323141643815,-0.374092468253087,8.66277309415863,63.9085621322651
35,AE-10,AE-10,971.855305466238,64.9631442006883,7055.60910124839,0.0448627301472546,0.327022316998415,1445.60731409345,16.2109190462572,14510.8770068006,16.4170275166127,4.68213457076566,58.8424437299035,7.04244396024313,coniferous-dominant,eastern alps - south,58.2721532581845,4538350.52065,2603196.11125555,51.1936567076937,7.64878702220987,0.918382401362933,-1.39513500292219,4.59524595172674,3.18367290860201,0.790720452590826,-0.376873765221463,-1.81596395230449,50.4782497577427
36,V-11,V-11,1516.01446945338,73.4815805403163,6464.00052359327,-0.0840413934239187,0.0242303746380549,926.181682760014,13.4504044436109,9297.24439541243,13.8561740915619,7.46802325581395,38.9067524115756,2,coniferous-dominant,eastern alps - south,44.2989066652899,4351069.90537222,2591182.0542,45.9304959904264,-7.02374357885079,-2.90368038597069,0.232114341784946,0.366762019616007,-3.05473206486392,-0.77558104653083,-0.262187071886168,7.33669506123928,38.8107935430817
37,N-8,N-8,952.451550387597,74.976257254137,6905.74810539067,0.19012624158968,0.154192440716846,1684.6354889809,15.5898745586294,16797.4578154216,15.7905638817753,6.1980198019802,60.2713178294574,4.30699293417546,coniferous-dominant,western alps - north,61.4869093470717,4186096.54351658,2658054.93058645,50.2169477181098,10.0543701113476,0.11974081728206,-1.35303964643209,-1.27178218877531,1.82964694202976,0.737876529269276,-3.07490231326588,-0.0911435271572669,46.9751846734872
38,C-23,C-23,292.349040139616,66.1635857532612,12820.4964312222,-0.0683848223207332,0.0652003954579146,477.380440931875,22.4835884013858,4692.31403012634,22.7066894733797,7.34234234234234,14.1361256544503,9.39253761118176,coniferous-dominant,western alps - south,45.3811269688845,3957897.05694699,2298846.01949445,18.1689823706584,-4.03285671620809,-1.81749780399218,4.22394045349553,4.66498455473558,-10.0179586062354,-2.4210936133065,-0.606255089003447,-3.50341384350979,16.6178375594832
39,AN-8,AN-8,508.885290148448,63.1535965625683,8632.52184318766,0.212702736726436,0.29150703769333,1135.83129685417,18.4917221424615,11443.0792583718,18.6651711421613,5.47627118644068,65.4520917678812,3.59727418317808,coniferous-dominant,eastern alps - central,60.1402738958131,4719619.80796595,2665846.37968456,63.863943939593,1.58814782828819,1.52556878147621,2.07785500574279,4.35169093067864,4.365965047423,-0.233706940182629,-1.55829939004178,0.869541254507849,61.0116509307471
40,S-8,S-8,1169.53830369357,77.6844859159218,6329.3116722196,0.0691690116698337,0.18841396491576,1426.33373133437,14.2971545833046,14296.7454576192,14.5448095903257,8.57264957264957,41.7236662106703,4.75889756403107,coniferous-dominant,eastern alps - central,54.7361638590704,4288643.03362778,2651252.33955556,42.4105993564352,-0.686933145764847,0.802762904258749,-1.49905761023614,-3.6756980449269,-1.48112367345349,0.75448975588605,-1.97921242321488,-0.361085769360709,39.2837583702248
41,R-12,R-12,928.375862068965,78.4060109099185,8413.61293776622,-0.00599120887215728,0.162716784683088,1539.19192911976,17.3866902035465,15218.6159838972,17.6771462657733,8.97757847533632,50,8.95931345385082,broadleaved-dominant,eastern alps - central,42.2409636967482,4267834.07637222,2567153.94005555,47.1821994067587,2.81780059324125,0.286801154070573,-1.29250219579114,-4.13883039714776,4.49346383327501,0.853652501506668,1.15318328457743,-3.47010999258644,46.962344909979
42,U-7,U-7,1470.82311320755,75.9519962105834,5014.08150681536,0.102339128209691,0.157628608536676,1965.71898984418,11.7152543736215,20009.6117745885,11.9466209711859,7.33699633699634,46.2264150943396,6.15178574152055,coniferous-dominant,eastern alps - north,46.1133239738612,4330260.94812778,2675280.4537,42.1067315597901,4.11968353454949,0.186821776698241,-0.0993379624573457,-2.25058575488276,-5.23615820574139,-0.149944613716974,-0.728958076670617,-1.00700293023385,40.1161560237208
43,I-13,I-13,1353.29580152672,72.7195867363393,6358.7046261287,0.0179432703198182,-0.0231516941122618,1515.788600573,14.2616917033311,15195.6602412799,14.4358799051913,6.63573883161512,41.6030534351145,15.4964474081593,coniferous-dominant,western alps - north,43.2483214276645,4080553.4611,2531111.76885556,40.1139836485776,1.48906978653687,-4.19353209948831,-0.836830067055843,1.2069362504596,-1.75505239524014,0.852906138094531,0.331321566606071,-1.89312646874735,16.7409008255904
44,AD-7,AD-7,1316.30010515247,79.4924015885607,5827.58368479538,0.0903055682438459,0.105835741542911,1614.25472752438,13.3558650142462,16212.4959725525,13.5897881197913,8.68464566929134,30.7465825446898,3.99718400144379,coniferous-dominant,eastern alps - central,52.3266468345549,4517541.5634,2687294.51075556,34.9371866933359,-4.19060414864607,-0.850820047530239,-1.02765134829724,-4.72163450225333,-3.54538776854192,0.815255347153414,-2.50934303324358,0.22047414026402,31.8646816355772
45,Z-4,Z-4,676.369565217391,67.9470710799734,7282.55372749348,0.177273759915539,0.188301308713056,1482.92756735229,16.5982046543165,15018.8476315374,16.9200775419771,5.82210242587601,64.1304347826087,4.54135058360231,coniferous-dominant,eastern alps - north,57.2552371285353,4434036.07664828,2754731.86150113,59.3216820248535,4.80875275775522,0.800492764831881,0.221063947247123,4.49869562941577,3.92815934664456,0.844367962737174,-0.453153160198162,-0.250905372638137,56.077958443907
46,Q-10,Q-10,1574.21610169492,72.681510600775,5727.60532808534,0.0347852246215674,0.0679354157172523,1876.40617152633,12.7147657240144,18673.9649759066,12.9556093130837,6.08759124087591,44.4915254237288,7.76542359625472,coniferous-dominant,western alps - north,49.1164427878384,4247025.11912778,2603196.11125555,38.9176703239977,5.57385509973112,-1.74777533115218,0.693748436482343,1.24811676506169,-4.43201796254663,0.291443322027578,-1.24965341097633,-2.61757819235487,39.6473061336867
47,U-9,U-9,1691.87886597938,79.5714732864708,5440.70869010333,0.0560414944893679,0.170130330260325,1134.93637297556,11.479002120752,11439.8089409268,11.6708562030378,7.93085106382979,33.5051546391753,6.54212623552826,coniferous-dominant,eastern alps - central,47.7127523037104,4330260.94812778,2627224.2254,35.8914238950051,-2.38626925582984,0.434056523222835,1.69643533401917,-4.76027680724112,-5.38303788412609,-0.234858481649148,-0.915953577540983,-1.31826301160822,34.2872008992783
48,M-9,M-9,1215.71460674157,81.137982863241,5962.14898513868,0.142094494354,0.145735385719807,1737.48732639486,13.9525254043807,17403.2502468381,14.1546904206722,9.57615894039735,32.1348314606742,4.3579567550296,coniferous-dominant,western alps - north,53.5606715265834,4163816.14997874,2627183.67808623,37.2956718663403,-5.16084040566612,-0.0444254473933947,-1.40750531594008,-5.49605845897098,-2.42212173570357,0.623302976474274,-2.49832818602559,-0.130505192800173,34.0422091830198
49,AK-3,AK-3,678.971667996808,73.8913478160624,7415.25444548481,0.104078206456219,0.134983058118199,1321.56824692583,16.5681026738107,13369.8236486583,16.8402473721332,6.92336349121873,54.5490822027135,2.3137166486511,coniferous-dominant,eastern alps - north,57.9389224242764,4663391.9161918,2769885.60538566,55.8940739233813,-1.34499172066778,-0.253485267515111,0.195971031929475,-0.0899879249872884,3.83157896585988,0.506709709150468,-0.344570190122415,5.63895919366168,49.9571609460804
50,V-5,V-5,842.898684851437,74.0936789513681,6779.88018890506,0.169419962664003,0.256004104067068,1603.06603288716,15.4882472445462,16047.0367432161,15.7812237509763,7.02413184226015,58.4023380418899,2.02559609314565,coniferous-dominant,eastern alps - north,59.7195292604524,4351069.90537222,2735350.73905556,63.0659835417584,-4.66364549986845,1.73454051517113,-0.981871063482172,-0.314645560114587,1.80653142931094,0.830400876879048,-1.16326909382306,7.19377578610469,56.028193569584
51,B-23,B-23,368.488488488488,74.7050777307822,12787.8979576888,0.0548897598873863,0.202111572961712,557.854331288883,22.146324322006,5513.52490032375,22.3375574884262,7.79365079365079,25.9259259259259,10.5875146238239,broadleaved-dominant,western alps - south,39.9121594791063,3939056.67533014,2308737.82726296,22.0662189984568,3.85970692746917,1.07345184585543,3.57872955137783,-0.983071794697389,-8.48636353779219,-2.02799524602481,3.62100776703398,-3.15518465283243,16.2105368880323
52,AM-8,AM-8,1233.68587662338,70.6523115741703,6070.67981278959,0.159704612202101,0.240910333231531,1370.00645693167,13.6964429458291,13888.9044644517,13.9365570675853,5.27929125138427,60.0811688311688,2.92680636338118,coniferous-dominant,eastern alps - central,58.9414024462596,4704684.50214777,2651265.40153481,56.4034042851197,3.67776454604915,1.6512815625466,-1.35701843712856,3.17835608073225,-2.8927320643131,0.662889003893773,-0.615950521961021,2.83463759869118,52.7477068223127
53,AJ-3,AJ-3,414.841772151899,76.1801740086329,8312.4295721337,0.0844741855251104,0.0651817748535284,1157.37635010299,18.2049486387243,11820.1845833359,18.5244431490179,6.859375,59.4936708860759,2.12041160660863,coniferous-dominant,eastern alps - north,57.3567304360938,4647582.76213453,2775566.39260581,56.1532410283303,3.34042985774561,-1.8179743141007,3.12269016083876,-2.46301064718585,4.4592018768446,-0.0944468717573794,-0.423083320399845,6.67042684049393,49.4472536700501
54,AR-5,AR-5,490.548500881834,59.5014522276521,8971.0421884464,0.080598678839066,0.138774649136904,934.693690675829,18.1598195214119,9482.72158373632,18.3653474191732,6.16502463054187,56.7901234567901,1.71502757272419,coniferous-dominant,eastern alps - central,66.2638829743542,4800579.70929394,2737696.36407545,65.3459778031395,-8.55585434634936,-0.179509522104929,2.29003370850004,3.88631864707196,4.52849889932045,-0.740001985641891,-6.50836811992711,8.96418986423716,57.6291259858286
55,S-5,S-5,481.39,72.8189538433376,8567.25358353906,0.244765887132421,0.373861652774649,1527.99030173153,18.3521664504718,15510.0151522827,18.5594931868351,4.72727272727273,78,2.84615507371046,coniferous-dominant,eastern alps - north,54.1268029791345,4296490.57423057,2718740.23995558,68.4711971153289,9.52880288467112,0.113269791757462,2.3949764169844,1.09898562793976,4.43894199440111,0.856235754590972,-2.30340649486867,3.15308445613624,64.5805554397025
56,N-9,N-9,1178.58923169994,76.813637943075,5961.3790511937,0.149176683453571,0.196313257772159,1893.87429190989,14.0837384315194,18976.972031535,14.3184125823047,8.71787709497207,39.9879007864489,4.20073227840665,coniferous-dominant,western alps - north,58.7229058363337,4184598.24737222,2639238.2825,44.4268836946539,-4.43898290820505,0.960548562332518,-1.48542471738071,-3.0147530593035,-2.04127293062914,0.197753244425567,-0.512817464970739,0.000766330847042695,41.2272742149705
57,Z-11,Z-11,1379.31843191197,72.0821064318048,7196.24036318858,0.0651142097965575,0.265590241004808,1308.31635437364,14.7593285318856,13259.798290069,15.0433514698465,5.55421686746988,46.0110041265475,5.834684110857,coniferous-dominant,eastern alps - south,58.3452083273795,4434305.7344,2591182.0542,46.910376711638,-0.899372585090525,1.73340934907607,-0.689761621725712,1.87908992502997,-0.155151137948132,0.46872768501161,-0.391733422286953,-0.810687936751721,44.7303200469915
58,F-23,F-23,841.846651660101,78.592776920986,10104.1064198977,-0.0225105524501484,0.109167821931981,805.77354948965,18.7884255016267,7880.03896967212,19.0708260437315,8.48993288590604,23.7760270118177,9.52153973863236,broadleaved-dominant,western alps - south,40.4483417468387,4018126.58935,2302844.6845,23.8796669862693,-0.103639974451607,-0.778892609412667,-0.976916290076514,-4.24755657110386,3.8959455747123,-1.09537914836407,3.02631361440018,-3.48731788775126,21.8859657480122
59,AB-7,AB-7,1329.94576038448,74.9441173769483,5715.81930076511,0.0883911794403001,0.190922239928727,1540.97984106135,13.107318425086,15688.0540423775,13.3853827715205,7.12452419793366,45.7603844833505,3.04192406223168,coniferous-dominant,eastern alps - north,57.5088870154804,4475923.6489,2687294.51075556,44.6004091670431,1.15997531630745,0.853196672709843,-0.959946782618143,-1.23787820331089,-3.87322689229095,0.851845269731555,-0.386759536928052,2.41030615926828,41.2293576077325
